ID,InventoryType,ItemAppearance,DisplayId
143,14,45734,2080
147,7,45735,5632
148,4,45736,5447
153,7,45737,8740
154,4,45738,8738
192,21,45739,705312
193,5,45740,7777
194,7,45741,9970
195,8,45742,10052
200,5,45743,2499
201,7,45744,2308
202,8,45745,10287
203,10,45746,3218
209,7,45747,7947
210,8,45748,10872
236,5,45749,10150
237,7,45750,4265
238,8,45751,14283
239,10,45752,9785
285,5,45753,6558
286,7,45754,3409
287,8,45755,4734
647,17,45756,20190
710,9,45757,8147
711,10,45758,10890
714,10,45759,12774
718,10,45760,2951
719,10,45761,11393
720,10,45762,2368
727,13,45763,26577
746,5,45764,3865
753,13,45765,20094
754,13,45766,20218
756,17,45767,1379
763,9,45768,17007
766,21,45769,705313
767,17,45770,20443
768,21,45771,705314
776,13,45772,2743
778,21,45773,705315
781,21,45774,705316
788,21,45775,705317
789,13,45776,705318
790,13,45777,706173
791,17,45778,20334
792,8,45779,10295
793,10,45780,2186
794,7,45781,2185
795,5,45782,3900
796,8,45783,2094
797,10,45784,2359
798,7,45785,2176
799,5,45786,2106
809,13,45787,20033
810,13,45788,19726
811,13,45789,19137
812,17,45790,15990
816,13,45791,2710
820,13,45792,6470
826,13,45794,19271
827,13,45795,706205
832,6,45796,3394
837,5,45797,5730
838,7,45798,5731
840,8,45800,10908
843,8,45801,3713
844,10,45802,2101
845,7,45803,5441
846,5,45804,14271
847,5,45805,1019
848,7,45806,697
849,8,45807,1020
850,10,45808,510
851,13,45809,2780
852,13,45810,5208
853,13,45811,22102
854,17,45812,2943
859,4,45813,9880
860,8,45814,3443
863,13,45815,19213
864,13,45816,26579
865,13,45817,706219
866,17,45818,20357
867,10,45819,3993
868,13,45820,706302
869,13,45821,5163
870,17,45822,33458
871,13,45823,19235
872,17,45824,19242
873,17,45825,20298
876,14,45826,1680
880,17,45827,20382
885,13,45828,8494
886,13,45829,20093
888,10,45830,3524
890,17,45831,20386
892,10,45832,7816
897,9,45833,6165
899,13,45834,6456
906,3,45836,1058
907,3,45837,2953
908,3,45838,1060
909,3,45839,1068
911,17,45840,28628
913,17,45841,20170
914,5,45842,1727
920,13,45843,19703
922,17,45844,22097
923,21,45845,20110
924,17,45846,22131
925,21,45847,2861
926,17,45848,22108
927,13,45777,706173
928,17,45849,22151
934,13,45850,19405
935,13,45851,8272
936,13,45852,5215
937,17,45853,20329
940,20,45854,16676
943,17,45855,20256
944,17,45856,20253
945,21,45857,706182
948,21,45857,706182
983,6,45858,4878
1008,21,45859,1550
1009,13,45860,706174
1018,22,45863,1121
1117,13,45864,7453
1121,8,45865,703
1131,23,45866,7469
1154,6,45796,3394
1155,17,45867,20327
1158,13,45868,19643
1159,17,45869,1716
1161,21,45870,679
1162,1,45871,1166
1163,1,45872,1170
1168,14,45873,30993
1169,14,45874,2456
1172,23,45876,6520
1173,8,45877,4487
1182,9,45878,3311
1183,9,45879,6224
1190,16,45880,15120
1194,17,45881,22093
1195,17,45882,7495
1196,17,45883,22114
1197,17,45884,5226
1198,17,45885,20112
1200,14,45886,18663
1201,14,45887,1705
1202,14,45888,2329
1203,14,45889,2594
1204,14,45890,1644
1207,13,45891,5199
1211,5,45892,9536
1213,9,45893,1028
1214,13,45894,19625
1215,6,45895,10988
1216,9,45896,6193
1218,17,45897,5527
1219,13,45898,20122
1220,17,45899,3367
1259,21,45901,30392
1263,17,45902,22215
1264,17,45903,5530
1265,13,45904,20156
1273,5,45906,12723
1275,5,45805,1019
1276,14,45907,2210
1280,1,45908,15298
1282,1,45909,15282
1287,13,45910,6447
1292,13,45911,2767
1296,13,45912,706306
1297,20,45913,19035
1299,6,45914,15767
1300,17,45915,20391
1302,10,45916,1796
1303,10,45808,510
1304,10,45917,5444
1306,9,45918,11387
1310,7,45919,15673
1314,10,45920,17057
1317,17,45921,20377
1318,17,45922,19290
1351,9,45923,12741
1355,16,45924,23014
1359,10,45925,4583
1360,10,45926,3085
1364,5,45927,4589
1366,7,45928,8409
1367,8,45929,4463
1368,10,45930,9374
1369,6,45931,5728
1370,9,45932,5578
1372,16,45924,23014
1374,8,45933,12850
1377,10,45935,11051
1378,7,45936,9187
1380,20,45937,12426
1382,21,45938,5197
1383,21,45939,453
1384,21,45940,706180
1386,17,45941,19247
1387,17,45942,20087
1388,17,45943,18437
1389,21,45944,1595
1391,17,45945,5542
1394,13,45946,708504
1395,7,45710,1882
1396,7,45947,2201
1405,17,45948,5540
1406,17,45949,5638
1411,17,45950,20442
1412,17,45951,20074
1413,13,45952,1547
1414,17,45953,19525
1415,21,45954,19613
1416,21,45939,453
1417,17,45955,8501
1418,6,45956,4473
1419,8,45957,4472
1420,9,45958,4471
1422,10,45960,4470
1423,7,45961,4469
1425,5,45962,5558
1427,8,45963,6019
1430,10,45964,9791
1431,7,45965,8265
1433,5,45966,5861
1436,7,45967,16733
1438,14,45968,25943
1440,13,45969,8570
1445,3,45970,8019
1454,13,45973,8457
1455,17,45974,22214
1457,13,45975,19683
1458,17,45976,3272
1459,13,45977,19136
1460,17,45978,20109
1461,17,45979,19375
1465,13,45980,6475
1469,13,45981,20154
1473,17,45982,20402
1479,10,45983,16710
1480,13,45984,9381
1481,13,45985,25595
1482,13,45986,20089
1483,13,45987,9117
1484,17,45988,9122
1485,17,45989,7464
1486,5,45990,8267
1488,5,45991,3082
1489,5,45992,4597
1493,13,45993,5165
1495,8,45994,16553
1498,10,45996,2193
1499,7,45997,14309
1501,5,45998,14013
1502,6,45999,16947
1503,8,46000,14846
1504,9,46001,17024
1505,16,46002,23008
1506,10,46003,17077
1507,7,46004,16658
1509,5,46005,14978
1510,21,46006,19775
1511,21,46007,20173
1512,17,46008,19226
1513,17,46009,20092
1514,17,46010,19533
1515,17,46011,20421
1516,21,46012,8486
1521,17,46013,19306
1522,17,46014,22239
1523,17,46015,5534
1539,17,46016,20395
1547,14,46017,21551
1557,14,46018,18456
1560,8,46019,16856
1566,17,46021,20078
1602,13,46022,706211
1604,17,46023,673100
1607,17,46024,20272
1608,13,46025,19743
1613,17,46026,28470
1624,1,46027,15305
1625,17,46028,26586
1639,17,46029,3889
1640,17,46030,3797
1659,10,46031,1795
1664,17,46032,18289
1678,8,46034,11269
1679,17,46035,2382
1680,17,46036,19304
1716,20,46037,16667
1717,5,45991,3082
1718,7,46038,3826
1720,17,46039,21460
1721,13,46040,8581
1722,17,46041,15467
1726,17,46042,5289
1727,13,46043,5166
1728,13,46044,19997
1730,6,46045,3254
1731,8,46046,233
1732,9,46047,2219
1734,10,46049,976
1735,7,46050,687
1737,5,46051,977
1738,6,46045,3254
1739,8,46046,233
1740,9,46047,2219
1742,10,46049,976
1743,7,46050,687
1744,3,46053,6914
1745,5,46051,977
1746,6,46045,3254
1747,8,46046,233
1748,9,46047,2219
1749,16,46054,15074
1750,10,46049,976
1751,7,46050,687
1752,3,46053,6914
1753,5,46051,977
1754,6,46045,3254
1755,8,46046,233
1756,9,46047,2219
1757,16,46055,15181
1758,10,46049,976
1759,7,46050,687
1760,3,46053,6914
1761,5,46051,977
1764,8,46056,7578
1767,10,46058,2213
1768,7,46059,1818
1769,3,46060,16786
1770,5,46061,1817
1772,8,46062,3757
1775,10,46064,2300
1776,7,46065,2299
1777,3,46066,9999
1778,5,46067,5783
1780,8,46068,15450
1783,10,46070,3052
1784,7,46071,2629
1785,3,46072,5094
1786,5,46073,5729
1787,6,46074,2849
1789,9,46076,2561
1790,16,46077,23032
1791,10,46078,972
1792,7,46079,704
1793,3,45836,1058
1794,5,46080,14197
1796,8,46082,3715
1797,9,46083,17015
1799,10,46084,17066
1800,7,46085,5605
1801,3,46086,12916
1803,6,46088,4590
1804,8,46089,945
1805,9,46090,2118
1807,10,46092,3992
1808,7,46093,683
1809,3,46094,14205
1810,5,46095,13181
1811,17,46096,20037
1812,17,46097,19245
1813,17,46098,20413
1814,17,46099,19534
1815,21,45704,705310
1816,21,45939,453
1817,21,46100,1556
1818,17,46101,20183
1819,21,45773,705315
1820,17,46102,19535
1821,21,46103,1766
1822,17,46104,20385
1823,21,46105,6794
1824,17,46106,19292
1825,21,46107,19784
1826,17,46108,8587
1827,21,45911,2767
1828,17,46109,19369
1829,21,46110,15591
1830,17,46111,4129
1831,17,46112,20361
1832,7,46113,16844
1835,6,46114,7746
1836,9,46115,10016
1839,6,46116,3247
1840,9,46117,2178
1843,6,46118,3253
1844,9,46119,3704
1845,6,46045,3254
1846,9,46120,13617
1849,6,46121,14853
1850,9,46122,11582
1852,9,46123,2980
1853,6,45796,3394
1893,17,45773,705315
1895,13,45940,706180
1896,13,46124,1593
1897,13,46125,7485
1899,13,45859,1550
1900,13,45809,2780
1901,13,45944,1595
1902,13,46126,1596
1903,13,46127,1597
1904,13,45939,453
1905,13,46128,2701
1906,13,45876,6520
1907,17,46129,1201
1908,17,45703,472
1909,13,46130,3297
1910,13,45773,705315
1911,13,46131,708493
1913,21,46132,1839
1917,13,46133,2698
1925,13,46134,2781
1926,13,46135,706176
1927,13,46136,19276
1928,17,46137,20415
1929,7,46138,8420
1930,16,46139,23067
1933,17,46140,20418
1934,7,46141,4312
1935,13,46142,706295
1936,13,46143,20399
1937,13,46144,5040
1938,13,46145,8565
1943,7,45806,697
1944,10,46146,14843
1945,10,46147,4255
1951,13,46148,8279
1955,8,46149,3334
1957,14,46150,1684
1958,13,46151,1515
1959,17,45773,705315
1961,14,46152,1685
1965,10,46153,3846
1974,9,46154,16901
1975,17,46155,20179
1976,17,46156,8590
1978,10,46157,12813
1979,14,46158,3127
1981,5,46159,2982
1982,17,46160,20191
1983,17,46161,1627
1984,14,45887,1705
1985,14,46162,1706
1986,17,46163,20638
1988,10,46164,15497
1990,17,46165,5533
1991,17,45882,7495
1992,23,46166,21609
1994,13,46167,19127
1997,20,46168,16670
1998,17,46169,20356
2000,17,46170,20251
2011,13,46171,20120
2013,17,46172,20373
2014,17,46173,5176
2015,17,46174,19255
2016,5,45842,1727
2017,9,46175,1965
2018,13,46176,20088
2020,13,45834,6456
2021,14,46177,18650
2023,17,46178,1733
2024,17,46179,22096
2025,17,46180,22115
2026,17,46181,8593
2027,13,46110,15591
2028,13,46182,22119
2029,13,46183,19281
2030,17,46184,22145
2032,9,46185,11905
2033,8,46186,8354
2035,13,46188,706191
2036,10,46189,17054
2037,8,46190,11447
2040,14,46191,18399
2041,5,46192,1330
2042,17,46193,20379
2044,13,46194,19220
2046,13,45857,706182
2047,13,46195,1386
2048,13,46196,1758
2051,14,46197,1755
2052,14,46197,1755
2053,14,46198,1757
2054,21,46199,706183
2055,21,46126,1596
2056,21,46196,1758
2057,21,46200,20175
2058,17,46201,19532
2059,16,46202,22991
2064,21,46203,19650
2065,21,46204,20212
2066,21,46205,19203
2067,17,46206,20431
2069,5,46207,16868
2072,17,46208,20363
2073,13,46209,706175
2074,13,46210,20168
2075,13,46135,706176
2077,17,46211,28578
2078,13,46212,20157
2079,13,46213,19637
2080,13,46214,19400
2081,23,45876,6520
2084,17,46215,20152
2087,5,46216,2250
2088,13,46217,706246
2089,13,46218,20407
2092,13,46219,2704
2098,26,46220,28718
2099,26,46221,28636
2100,26,46222,8095
2105,4,46224,10005
2108,5,46225,1967
2109,5,46051,977
2112,5,46227,13929
2117,8,46229,16045
2119,10,46230,11981
2120,7,46231,8969
2121,5,46232,16575
2122,6,46233,4102
2123,8,46234,5598
2124,9,46235,11414
2125,10,46236,8449
2126,7,46237,7834
2127,5,46238,8417
2129,14,46239,18662
2130,13,45946,708504
2131,13,46240,22075
2132,17,46241,20438
2134,13,46242,19204
2137,13,46243,2705
2138,13,46244,2717
2139,13,46245,22135
2140,13,46246,2706
2141,5,46247,989
2142,6,46248,4592
2143,8,46249,2355
2145,10,46251,2358
2146,7,46252,691
2147,13,46253,4788
2148,6,46254,2985
2149,8,46255,2986
2150,9,46256,2987
2151,10,46257,2988
2152,7,46258,2989
2156,8,46259,5459
2158,10,46260,2609
2159,7,46261,2610
2160,5,46262,2645
2163,13,46263,20291
2164,13,46264,20312
2165,16,45924,23014
2166,7,46265,685
2168,8,46267,11470
2169,13,46268,2707
2172,6,46269,6055
2173,6,45956,4473
2175,17,46270,8534
2176,17,46271,1926
2177,17,46272,1927
2178,13,46273,1928
2179,13,46274,1929
2180,13,46275,706367
2181,17,46276,3092
2182,13,46277,1022
2183,13,46278,7427
2184,13,46219,2704
2186,6,46116,3247
2189,21,46279,1938
2194,13,46280,3940
2195,13,46281,2738
2196,13,46282,7462
2197,13,46283,7443
2198,13,46284,4843
2199,13,46285,6535
2200,13,46286,6532
2201,13,46287,6534
2202,13,46288,7463
2203,17,46289,3375
2204,17,46290,20038
2205,17,46291,20153
2207,13,46292,22137
2208,13,46293,22142
2209,13,46294,22139
2210,14,46295,2552
2211,14,46296,18656
2212,14,46297,2553
2213,14,46197,1755
2214,14,46298,17884
2215,14,46299,18670
2216,14,46300,18486
2217,14,46301,18665
2218,13,46302,20451
2219,14,46303,18485
2220,14,46304,18729
2221,14,46305,18484
2222,14,46162,1706
2224,13,46281,2738
2225,13,46306,20470
2226,17,46307,20372
2227,17,46308,22219
2231,20,46310,16671
2232,8,46311,4272
2233,7,46312,8152
2234,5,46313,4270
2235,13,46314,20598
2236,13,46315,20345
2237,7,46316,2628
2238,7,46317,8953
2241,16,46319,15042
2243,13,46320,19729
2244,13,46321,3447
2245,1,46322,15506
2249,14,46152,1685
2254,17,46324,8687
2256,13,46325,5221
2257,17,46326,4995
2258,21,45870,679
2259,21,46327,19623
2260,21,46328,8470
2263,13,46329,5170
2264,3,46330,8807
2265,13,46331,706185
2266,13,46332,20341
2267,13,45810,5208
2268,21,46333,20213
2271,17,46334,20346
2273,5,46335,16114
2274,10,45760,2951
2276,8,46336,13318
2277,7,46337,3173
2278,3,46338,3169
2280,17,46339,20370
2281,13,46331,706185
2282,21,46340,20211
2283,6,46341,10616
2291,17,46342,19305
2299,17,46344,19389
2300,5,46345,9502
2302,8,45801,3713
2303,7,45803,5441
2309,8,46349,5853
2311,5,46351,6026
2312,10,46352,5406
2314,5,46353,5655
2315,8,46354,4956
2317,5,46355,9521
2326,9,46356,11760
2361,17,46358,2776
2362,14,46359,18730
2364,5,46360,9171
2366,7,46361,14159
2367,8,46362,7949
2369,10,46363,13503
2370,5,46364,16871
2371,6,46365,16187
2373,8,46367,16387
2374,9,46368,16371
2375,10,46369,16388
2376,14,46370,18672
2379,5,46051,977
2380,6,46045,3254
2381,7,46050,687
2383,8,46046,233
2384,9,46047,2219
2385,10,46049,976
2386,5,46371,954
2387,6,46045,3254
2388,7,46265,685
2389,8,46372,3533
2390,9,46373,2230
2392,5,46374,1511
2393,6,46045,3254
2394,7,46050,687
2395,8,46046,233
2396,9,46047,2219
2398,5,45842,1727
2399,6,46045,3254
2400,7,46265,685
2401,8,46372,3533
2402,9,46373,2230
2410,23,45876,6520
2417,5,46376,2968
2418,7,46377,2969
2419,6,46378,2970
2420,8,46379,4028
2422,10,46381,3979
2425,7,46384,2976
2426,8,46385,2977
2429,5,46388,2663
2431,7,46389,1863
2432,8,46390,1861
2434,10,46391,3212
2435,5,46392,16769
2437,7,46393,7592
2438,8,46394,8418
2440,10,46395,10376
2445,14,46396,18749
2446,14,46397,18733
2448,14,46398,18732
2451,14,46399,18772
2463,5,46400,70729
2464,6,46401,8396
2465,7,46402,8416
2467,8,46403,8369
2468,9,46404,10464
2469,10,46405,11554
2470,5,46406,8331
2471,6,46407,7748
2472,7,46408,5680
2473,8,46409,14295
2474,9,46410,13015
2475,10,46411,1657
2479,17,46412,8512
2480,17,46413,19601
2488,13,45702,705309
2489,17,46161,1627
2490,13,45939,453
2491,17,46414,22112
2492,13,46415,12992
2493,17,46416,22121
2494,13,46417,22136
2495,17,46418,1768
2504,15,46419,8104
2505,15,46420,20723
2506,15,46421,20722
2507,15,46422,20714
2508,26,46423,2409
2509,26,46424,1136
2510,26,46423,2409
2511,26,46425,20728
2512,24,46426,2414
2515,24,46426,2414
2516,24,46427,2418
2519,24,46427,2418
2520,21,46428,706381
2521,17,46429,22084
2522,21,46430,7590
2523,17,46431,22216
2524,21,46432,6795
2525,17,46433,22133
2526,13,46434,22141
2527,17,46435,22150
2528,21,46253,4788
2529,17,46436,22098
2530,21,46437,22105
2531,17,46438,22111
2532,21,46439,22120
2533,17,46440,22134
2534,13,46441,22140
2535,17,46442,20389
2545,7,46443,2922
2546,6,46444,3121
2547,10,46049,976
2549,17,46445,15430
2550,15,46419,8104
2551,26,46446,10671
2552,26,46424,1136
2557,17,46447,2466
2558,13,46448,7442
2559,17,46449,2469
2562,23,46450,6488
2564,10,46451,4485
2565,23,46452,6555
2566,20,46453,16666
2567,13,46454,20590
2568,5,46455,10708
2569,8,46456,15682
2571,8,46457,2166
2575,4,46459,10840
2576,4,46460,10705
2577,4,46461,10667
2578,5,46462,7811
2579,4,46463,10861
2582,5,46465,10849
2583,8,46466,5380
2586,20,46469,22033
2587,4,46470,10798
2614,20,46473,16614
2620,1,46478,15284
2621,1,46479,15293
2622,1,46480,11275
2623,1,46481,15336
2624,1,46482,15547
2632,13,46483,20473
2635,6,46045,3254
2642,8,46046,233
2643,9,46047,2219
2645,10,46049,976
2646,7,46050,687
2648,5,46051,977
2649,6,46045,3254
2650,8,46046,233
2651,9,46047,2219
2653,10,46049,976
2654,7,46050,687
2656,5,46051,977
2664,13,46487,20441
2690,6,46488,13165
2691,8,46046,233
2694,7,46489,24717
2695,13,45946,708504
2703,13,46490,18494
2704,13,46491,24594
2705,13,46492,24595
2706,13,46493,7454
2707,13,46494,7456
2708,13,46495,6560
2709,13,46496,6549
2710,13,46450,6488
2711,13,45772,2743
2714,13,46497,6582
2715,13,46498,6581
2716,13,46499,6530
2717,13,46500,6529
2718,13,46501,7457
2721,1,46502,16826
2754,17,46503,20117
2763,13,46243,2705
2764,13,46133,2698
2765,13,46504,20383
2766,13,46505,706298
2773,15,46506,2786
2774,26,46507,20654
2777,15,46508,2787
2778,26,46507,20654
2780,15,46509,20712
2781,26,46510,20738
2782,15,46511,20671
2783,26,46512,20717
2785,15,46513,20668
2786,26,46514,7531
2787,13,46515,20534
2801,17,46517,5188
2805,16,46518,23084
2807,13,46519,5122
2809,13,46132,1839
2810,13,46520,7479
2813,13,46521,706299
2815,13,46522,8465
2816,13,46523,706177
2818,7,46525,1963
2819,13,46526,708497
2821,13,46527,19633
2822,17,46528,20091
2823,17,46529,19236
2824,15,46530,6235
2825,15,46531,20552
2827,13,45911,2767
2844,21,45847,2861
2845,21,46532,8463
2847,21,46533,4805
2848,13,46534,706178
2849,13,46535,706179
2850,13,45940,706180
2851,6,46536,23529
2852,7,46537,13095
2853,9,46538,4331
2854,9,46539,17518
2857,6,46540,19499
2864,5,46541,22458
2865,7,46542,4333
2866,5,46543,4407
2867,9,46538,4331
2868,9,46544,19677
2869,5,46545,4412
2870,5,46546,9695
2877,17,46547,20151
2878,13,46548,2428
2879,23,46549,13109
2884,13,46550,18575
2898,5,46551,2967
2899,6,46552,15837
2900,14,46553,18481
2901,21,45767,1379
2902,16,46554,23099
2903,15,46555,8107
2904,26,46556,20732
2905,16,46077,23032
2906,7,46443,2922
2907,17,46557,8513
2908,13,46558,20605
2910,8,46559,2928
2911,6,46560,4297
2912,13,46561,20320
2913,3,46562,16828
2915,17,46563,19664
2916,14,46564,2934
2941,13,46565,20359
2942,13,46566,3007
2943,23,46567,21596
2944,23,46568,21597
2949,8,46571,4314
2950,17,46572,20378
2953,16,46574,23077
2954,7,46575,14615
2955,1,46576,16545
2958,7,46578,8263
2959,8,46579,14525
2962,7,46582,17160
2963,8,46583,16980
2964,10,46584,17053
2965,5,46585,22677
2966,7,46586,7193
2967,8,46587,10559
2968,10,46588,10790
2969,5,46589,5866
2970,7,46590,7950
2971,8,46591,5868
2973,5,46593,70730
2974,7,46594,10450
2975,8,46595,8086
2976,10,46596,8087
2977,5,45842,1727
2978,7,46265,685
2979,8,46372,3533
2980,10,46597,1407
2981,20,46598,14549
2982,7,46599,4765
2983,8,46600,4614
2985,5,46602,9739
2986,7,46603,10220
2987,8,46604,8443
2988,10,46605,9587
2989,5,46606,12295
2990,7,46607,25768
2991,8,46608,12087
2992,10,46609,12296
3000,5,46610,1995
3011,1,46611,10998
3018,16,46612,23027
3020,1,46614,21292
3021,15,46615,3187
3022,7,46616,16534
3023,26,46617,20727
3024,26,46618,20726
3025,26,46619,20725
3026,15,46620,20675
3027,15,46621,20670
3028,15,46419,8104
3030,24,46426,2414
3033,24,46427,2418
3036,15,46622,5392
3037,15,46623,20653
3039,15,46624,20672
3040,26,46625,20740
3041,26,46626,20729
3042,26,46627,20734
3047,10,46629,11522
3048,7,46630,11525
3053,5,46632,3293
3055,5,46633,4596
3056,7,46634,7647
3057,8,46635,9081
3058,10,46636,10303
3065,8,46637,8268
3066,10,45746,3218
3067,7,45744,2308
3069,20,46638,27554
3071,21,46640,19209
3072,20,46641,16694
3073,7,46642,8079
3074,10,46643,9170
3075,1,45872,1170
3076,8,46644,2204
3078,15,46645,20669
3079,26,46510,20738
3103,17,46646,8588
3145,13,46654,2699
3151,5,46632,3293
3152,10,46655,3299
3154,13,46657,18340
3158,9,46117,2178
3160,14,46658,2324
3161,20,46659,16696
3166,5,46660,12965
3184,13,46661,20396
3185,17,46662,20362
3186,13,46663,706181
3187,13,46664,19557
3188,17,46665,20072
3189,17,46666,8525
3190,17,45884,5226
3191,17,46667,3243
3192,17,46668,26590
3193,17,46669,19545
3194,17,46670,19622
3195,17,46671,5509
3196,17,46672,26585
3197,17,46673,20184
3198,17,46674,8585
3199,17,46675,19372
3200,9,46676,14867
3201,17,46677,19283
3202,9,46678,4275
3203,17,46679,5228
3204,9,46680,3379
3205,9,46681,11371
3206,17,46682,20186
3207,9,46683,14535
3208,17,46684,5232
3209,17,46685,20250
3210,17,46686,19275
3211,9,46687,25766
3212,9,46688,11527
3213,9,46373,2230
3214,9,46689,6057
3217,6,46691,5372
3222,13,46692,706294
3223,13,46693,19624
3224,9,46694,8186
3225,13,46243,2705
3227,17,46695,20381
3228,9,46696,3406
3229,6,46697,9917
3230,9,46698,8210
3231,3,46699,10166
3261,16,46701,23103
3262,21,46702,21052
3263,7,46703,3432
3267,13,46704,20176
3268,13,46281,2738
3269,13,46705,19772
3270,5,46706,10996
3272,7,46707,3442
3273,5,46551,2967
3274,8,46708,12132
3275,10,46709,7571
3278,21,46321,3447
3279,8,46712,26927
3280,9,46713,26928
3281,10,46714,27175
3282,7,46715,25273
3283,5,46716,25272
3284,8,46717,27993
3285,9,46676,14867
3286,10,46718,16067
3287,7,46719,28591
3289,8,46721,10938
3290,10,46722,14509
3291,7,46723,11008
3292,5,46724,8182
3293,21,46183,19281
3294,21,45946,708504
3295,21,45940,706180
3296,13,46219,2704
3302,8,46725,26944
3303,9,46726,26945
3304,10,46727,28997
3305,7,46728,25239
3306,5,46729,25238
3307,8,46730,11060
3308,10,46731,11061
3309,7,46732,11059
3310,5,46733,11021
3311,8,46734,10089
3312,9,46735,10090
3313,5,46736,10018
3314,10,46737,10598
3315,7,46738,11014
3319,21,45809,2780
3320,6,46739,4506
3321,8,46062,3757
3323,9,46741,10940
3324,3,46742,21457
3325,17,46743,19252
3326,17,46744,3502
3327,17,46745,20434
3328,20,46746,16655
3329,21,45946,708504
3330,5,46747,12971
3331,16,46748,15165
3332,8,46149,3334
3334,17,45882,7495
3335,17,46749,1661
3336,13,46332,20341
3341,10,45808,510
3342,4,46750,3552
3344,6,46751,3553
3345,1,46752,15912
3346,17,45882,7495
3350,13,46151,1515
3351,13,46753,6584
3360,23,46754,3573
3361,13,45891,5199
3362,13,46749,1661
3363,6,46755,10061
3364,13,46756,3213
3365,9,46757,10939
3366,13,46517,5188
3367,17,45989,7464
3368,13,46758,5949
3370,6,46759,5838
3373,9,46760,14086
3374,6,46761,14963
3375,9,46762,16555
3376,6,46763,5859
3377,9,46764,7082
3378,6,46765,5858
3379,9,46766,9647
3380,6,46767,9094
3381,9,46768,7758
3392,1,46769,21302
3400,13,45845,20110
3413,13,46771,2809
3414,13,46534,706178
3415,17,46772,20339
3416,5,46747,12971
3417,17,46773,20174
3419,23,46496,6549
3420,23,46774,6483
3421,23,46495,6560
3422,23,46775,6479
3423,23,46776,6489
3424,23,46777,6487
3426,4,46778,16610
3427,4,46779,3686
3428,4,46470,10798
3429,6,46780,3696
3430,26,46781,4427
3431,5,46782,10123
3432,17,46783,7437
3433,17,46784,7480
3435,9,46785,3302
3437,6,46116,3247
3439,8,46786,3709
3440,17,46787,6806
3442,6,46788,3576
3443,21,45939,453
3444,5,46789,3719
3445,13,46790,6441
3446,17,46791,11919
3447,8,46792,4030
3450,14,46794,18659
3451,23,46795,6541
3452,17,46796,5120
3453,9,46797,11145
3454,8,46798,3755
3455,13,46799,20015
3457,7,46800,8956
3462,13,46803,28607
3464,24,46426,2414
3465,24,46427,2418
3469,8,46805,23528
3471,5,46806,13090
3472,10,46807,25850
3473,7,46808,22459
3474,10,46809,3518
3475,16,46810,23421
3480,3,46812,23531
3481,3,46813,9038
3482,8,46814,4343
3483,10,46815,4413
3484,8,46816,9412
3485,10,46817,9414
3487,17,46818,20196
3488,17,46819,8516
3489,13,46820,8474
3490,13,46505,706298
3491,13,46821,5205
3492,13,46822,3780
3493,15,46823,20664
3494,13,46824,706282
3528,5,46826,3816
3532,7,46038,3826
3533,8,46827,3827
3534,10,46828,3828
3535,9,46829,3829
3537,5,46830,3831
3539,7,46831,3833
3541,8,46832,3835
3543,10,46833,3839
3545,9,46834,3841
3547,5,46835,3843
3548,7,46836,3844
3549,10,46837,3845
3555,20,46838,16615
3556,1,46839,15924
3558,20,46841,16528
3559,10,46842,8614
3560,3,46843,20715
